Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
28,16,31,3, True
28,15,9,1, True
28,14,26,4, False
28,13,25,2, True
28,12,6,1, False
28,11,26,4, False
28,10,-1,1, False
28,9,24,2, True
28,8,43,3, False
28,7,34,3, False
28,6,32,3, False
28,5,-3,1, False
28,4,31,4, False
28,3,0,5, True
28,2,28,4, False
28,1,33,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
90,76,38,1, False
90,75,118,2, False
90,74,113,3, False
90,73,34,1, False
90,72,98,2, False
90,71,98,3, False
90,70,8,1, False
90,69,93,2, False
90,68,103,3, False
90,67,7,1, False
90,66,8,1, False
90,65,102,2, False
90,64,84,2, False
90,63,94,3, False
90,62,-2,1, False
90,61,85,2, False
90,60,7,1, False
90,59,83,4, False
90,58,7,1, False
90,57,87,4, False
90,56,0,1, False
90,55,85,4, False
90,54,-20,5, True
90,53,-23,5, False
90,52,0,1, False
90,51,88,2, True
90,50,104,2, False
90,49,83,2, False
90,48,103,3, False
90,47,-10,1, False
90,46,82,2, False
90,45,93,3, False
90,44,-8,1, False
90,43,82,2, False
90,42,-20,5, False
90,41,-12,1, False
90,40,87,2, False
90,39,86,2, False
90,38,111,3, False
90,37,92,3, True
90,36,102,3, True
90,35,86,4, False
90,34,99,3, True
90,33,90,4, False
90,32,110,3, False
90,31,16,1, False
90,30,99,2, False
90,29,5,1, False
90,28,92,2, False
90,27,13,1, False
90,26,99,2, False
90,25,89,2, True
90,24,97,2, False
90,23,29,1, False
90,22,105,2, False
90,21,93,2, True
90,20,97,2, False
90,19,27,1, False
90,18,99,2, False
90,17,105,3, False
90,16,36,1, False
90,15,104,2, False
90,14,32,1, False
90,13,117,2, False
90,12,117,3, False
90,11,33,1, False
90,10,76,4, True
90,9,96,2, False
90,8,27,1, False
90,7,74,4, False
90,6,-2,1, False
90,5,83,2, False
90,4,102,3, False
90,3,97,3, True
90,2,100,3, False
90,1,7,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
61,98,6,5, False
61,97,54,4, False
61,96,-4,5, False
61,95,56,4, False
61,94,-12,1, False
61,93,-3,5, True
61,92,17,5, False
61,91,69,4, False
61,90,75,3, False
61,89,69,3, False
61,88,8,5, False
61,87,60,4, False
61,86,3,5, False
61,85,-18,1, True
61,84,-10,5, False
61,83,51,4, False
61,82,-14,5, True
61,81,61,4, False
61,80,5,5, False
61,79,1,5, False
61,78,62,4, False
61,77,-2,5, False
61,76,58,4, False
61,75,0,1, False
61,74,58,4, False
61,73,-9,1, False
61,72,53,2, False
61,71,6,5, False
61,70,61,2, False
61,69,-6,1, False
61,68,56,2, False
61,67,-7,5, False
61,66,57,4, False
61,65,-19,1, False
61,64,55,4, True
61,63,57,4, False
61,62,52,4, True
61,61,71,3, False
61,60,66,3, False
61,59,-11,1, True
61,58,56,4, False
61,57,90,3, False
61,56,77,3, False
61,55,70,3, False
61,54,7,1, False
61,53,4,1, False
61,52,62,2, False
61,51,22,1, False
61,50,59,4, False
61,49,14,1, False
61,48,66,4, False
61,47,-10,1, False
61,46,55,2, False
61,45,67,3, False
61,44,12,1, False
61,43,14,1, False
61,42,69,2, False
61,41,12,1, True
61,40,62,2, False
61,39,72,3, False
61,38,70,3, False
61,37,0,1, False
61,36,-3,1, True
61,35,60,2, False
61,34,3,1, False
61,33,61,2, False
61,32,11,1, False
61,31,68,2, False
61,30,67,3, False
61,29,9,1, False
61,28,49,4, True
61,27,64,2, True
61,26,65,2, False
61,25,65,3, False
61,24,9,1, False
61,23,59,2, False
61,22,-1,1, False
61,21,59,2, False
61,20,9,1, True
61,19,78,3, False
61,18,-3,5, False
61,17,54,4, False
61,16,-4,5, False
61,15,-14,1, False
61,14,51,2, False
61,13,-4,5, False
61,12,57,4, False
61,11,-9,5, False
61,10,-12,1, False
61,9,52,4, False
61,8,-4,1, False
61,7,52,2, False
61,6,2,5, False
61,5,66,4, False
61,4,-8,1, True
61,3,79,3, False
61,2,68,3, False
61,1,3,5, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
67,2,84,3, False
67,1,6,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
100,21,119,3, False
100,20,121,3, False
100,19,52,1, False
100,18,128,2, False
100,17,115,2, True
100,16,115,2, False
100,15,40,1, False
100,14,34,1, False
100,13,27,1, True
100,12,104,2, False
100,11,33,1, False
100,10,108,2, False
100,9,18,1, False
100,8,117,2, False
100,7,9,1, True
100,6,98,2, False
100,5,122,3, False
100,4,18,1, False
100,3,101,2, False
100,2,123,3, False
100,1,112,3, True
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
88,6,19,1, True
88,5,21,1, False
88,4,93,2, False
88,3,10,1, False
88,2,89,2, False
88,1,11,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
10,18,10,5, False
10,17,5,5, True
10,16,19,4, False
10,15,16,4, True
10,14,17,3, False
10,13,13,3, False
10,12,15,3, False
10,11,11,3, True
10,10,10,2, False
10,9,10,2, False
10,8,12,3, False
10,7,14,4, False
10,6,14,4, False
10,5,12,4, True
10,4,16,4, False
10,3,13,4, True
10,2,15,3, False
10,1,15,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
58,49,27,1, False
58,48,71,2, False
58,47,71,3, False
58,46,20,1, False
58,45,73,2, False
58,44,33,1, False
58,43,72,2, False
58,42,25,1, False
58,41,69,2, False
58,40,68,3, False
58,39,29,1, False
58,38,33,1, False
58,37,53,4, False
58,36,25,1, False
58,35,68,2, False
58,34,21,1, False
58,33,76,2, False
58,32,75,3, False
58,31,68,3, False
58,30,66,3, True
58,29,69,3, False
58,28,70,3, False
58,27,1,1, False
58,26,70,2, False
58,25,59,2, False
58,24,64,3, True
58,23,21,1, False
58,22,71,2, False
58,21,69,3, False
58,20,23,1, False
58,19,48,4, False
58,18,13,1, False
58,17,12,1, False
58,16,62,2, False
58,15,15,1, False
58,14,65,2, False
58,13,63,2, False
58,12,64,3, False
58,11,10,1, False
58,10,10,1, False
58,9,58,2, False
58,8,17,1, False
58,7,69,2, False
58,6,73,3, False
58,5,26,1, False
58,4,61,2, True
58,3,77,3, True
58,2,79,2, False
58,1,75,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
91,44,-18,1, True
91,43,79,4, False
91,42,107,3, False
91,41,93,3, False
91,40,-23,1, False
91,39,79,4, False
91,38,-21,1, False
91,37,-14,5, False
91,36,82,4, False
91,35,-17,1, False
91,34,87,4, False
91,33,-7,5, False
91,32,81,4, False
91,31,-4,1, False
91,30,78,2, True
91,29,87,2, False
91,28,108,3, False
91,27,-14,5, False
91,26,76,4, False
91,25,-18,1, False
91,24,-21,5, False
91,23,73,4, False
91,22,-4,1, False
91,21,87,2, False
91,20,-9,1, False
91,19,86,2, False
91,18,94,3, False
91,17,-31,5, False
91,16,2,1, False
91,15,86,2, False
91,14,101,3, False
91,13,-13,1, False
91,12,88,2, False
91,11,-13,1, False
91,10,81,2, False
91,9,107,3, False
91,8,102,3, False
91,7,96,3, False
91,6,-7,1, False
91,5,88,2, False
91,4,12,1, False
91,3,74,4, False
91,2,4,1, False
91,1,84,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
78,76,3,5, False
78,75,64,4, True
78,74,64,4, False
78,73,-11,1, False
78,72,76,2, False
78,71,-1,5, False
78,70,65,4, True
78,69,70,4, False
78,68,8,5, False
78,67,-3,5, False
78,66,62,4, False
78,65,-9,1, False
78,64,66,2, False
78,63,-6,5, False
78,62,70,4, False
78,61,-15,5, False
78,60,-8,1, False
78,59,79,2, False
78,58,-5,5, False
78,57,65,2, False
78,56,-6,5, False
78,55,67,4, False
78,54,-21,1, False
78,53,4,5, False
78,52,78,4, False
78,51,-7,1, False
78,50,76,2, False
78,49,-15,5, False
78,48,68,2, True
78,47,84,3, False
78,46,3,1, False
78,45,75,2, False
78,44,4,1, False
78,43,84,2, False
78,42,1,1, True
78,41,80,2, False
78,40,80,3, False
78,39,84,3, False
78,38,-26,1, True
78,37,82,3, False
78,36,-20,5, True
78,35,67,2, False
78,34,92,3, False
78,33,-9,5, False
78,32,65,4, True
78,31,68,4, False
78,30,0,1, False
78,29,69,2, False
78,28,-14,1, False
78,27,71,2, False
78,26,-11,1, False
78,25,-16,5, True
78,24,72,2, False
78,23,-1,5, False
78,22,72,2, False
78,21,-17,5, True
78,20,72,4, False
78,19,83,3, False
78,18,-15,1, False
78,17,-16,1, False
78,16,68,2, False
78,15,-10,1, False
78,14,74,2, False
78,13,67,2, True
78,12,66,4, False
78,11,81,3, False
78,10,-13,5, False
78,9,-14,5, True
78,8,70,4, False
78,7,-18,1, False
78,6,65,2, True
78,5,73,2, False
78,4,92,3, False
78,3,1,5, False
78,2,-1,5, False
78,1,81,4, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
34,100,21,1, False
34,99,47,2, False
34,98,15,1, False
34,97,39,2, False
34,96,14,1, False
34,95,12,1, True
34,94,44,3, False
34,93,39,3, False
34,92,-2,1, True
34,91,38,4, False
34,90,34,3, True
34,89,37,3, True
34,88,35,4, False
34,87,41,3, False
34,86,37,3, False
34,85,38,3, False
34,84,-4,5, False
34,83,35,4, False
34,82,-5,5, True
34,81,32,4, False
34,80,41,3, False
34,79,36,3, False
34,78,2,5, False
34,77,-13,1, True
34,76,35,4, False
34,75,44,3, False
34,74,8,5, False
34,73,42,4, False
34,72,34,4, False
34,71,-4,5, True
34,70,36,4, True
34,69,36,4, False
34,68,4,5, False
34,67,34,4, False
34,66,1,5, False
34,65,30,4, False
34,64,-5,5, False
34,63,28,4, True
34,62,31,2, False
34,61,40,3, False
34,60,3,1, False
34,59,33,2, False
34,58,5,1, False
34,57,39,2, False
34,56,41,3, False
34,55,37,3, False
34,54,39,3, False
34,53,8,1, False
34,52,39,2, False
34,51,12,1, False
34,50,30,4, False
34,49,-5,5, False
34,48,31,2, False
34,47,-6,1, False
34,46,30,2, True
34,45,31,2, False
34,44,-3,5, False
34,43,-9,5, True
34,42,-11,5, False
34,41,-4,1, True
34,40,40,2, False
34,39,-6,5, False
34,38,30,4, False
34,37,37,3, True
34,36,38,4, False
34,35,43,3, False
34,34,36,3, True
34,33,41,4, False
34,32,8,5, False
34,31,42,4, False
34,30,8,5, False
34,29,6,5, False
34,28,34,4, True
34,27,24,5, False
34,26,17,5, False
34,25,48,4, False
34,24,13,5, False
34,23,38,4, False
34,22,6,5, False
34,21,36,4, False
34,20,-12,1, True
34,19,0,5, False
34,18,-4,1, False
34,17,37,2, False
34,16,33,2, False
34,15,39,3, False
34,14,-7,1, True
34,13,1,1, False
34,12,35,2, False
34,11,39,3, False
34,10,-9,5, False
34,9,34,2, False
34,8,6,1, False
34,7,36,2, False
34,6,11,1, False
34,5,29,4, False
34,4,7,1, False
34,3,35,2, False
34,2,5,1, False
34,1,34,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
15,69,16,2, False
15,68,19,3, False
15,67,24,3, False
15,66,23,3, False
15,65,17,3, True
15,64,24,3, False
15,63,20,3, False
15,62,18,3, False
15,61,-1,5, False
15,60,-1,5, False
15,59,15,2, False
15,58,-3,1, True
15,57,13,2, True
15,56,16,2, False
15,55,12,2, True
15,54,14,4, False
15,53,-3,1, False
15,52,-5,1, True
15,51,16,3, True
15,50,20,3, False
15,49,19,3, False
15,48,17,3, False
15,47,7,1, False
15,46,21,2, False
15,45,13,1, False
15,44,10,1, True
15,43,19,2, False
15,42,4,1, False
15,41,3,1, False
15,40,18,2, False
15,39,16,2, True
15,38,20,2, False
15,37,6,1, False
15,36,21,2, False
15,35,20,3, False
15,34,19,3, True
15,33,22,2, False
15,32,26,3, False
15,31,20,2, False
15,30,19,3, False
15,29,1,1, False
15,28,16,4, True
15,27,18,4, False
15,26,24,3, False
15,25,21,2, False
15,24,6,1, False
15,23,22,2, False
15,22,9,1, False
15,21,21,2, False
15,20,18,3, True
15,19,22,2, False
15,18,21,3, False
15,17,20,2, False
15,16,18,3, False
15,15,-6,5, True
15,14,18,3, False
15,13,16,3, True
15,12,18,4, False
15,11,21,3, False
15,10,19,3, False
15,9,19,3, False
15,8,19,3, False
15,7,5,1, False
15,6,6,1, False
15,5,19,2, False
15,4,20,3, True
15,3,29,2, False
15,2,25,2, True
15,1,24,2, False
